time,value
2024-09-05 15:36:27,4.484747886657715
2024-09-05 15:36:30,4.453640937805176
2024-09-05 15:36:33,4.459623336791992
2024-09-05 15:36:37,4.427918434143066
2024-09-05 15:36:40,4.454837322235107
2024-09-05 15:36:43,4.486542224884033
2024-09-05 15:36:46,4.502694129943848
2024-09-05 15:37:03,4.46560525894165
2024-09-05 15:37:07,4.48115873336792
2024-09-05 15:37:10,4.486542224884033
2024-09-05 15:37:13,4.476373195648193
2024-09-05 15:37:16,4.408775806427002
2024-09-05 15:37:19,4.425525665283203
2024-09-05 15:37:22,4.509274482727051
2024-09-05 15:37:26,4.453042984008789
2024-09-05 15:37:29,4.430909156799316
2024-09-05 15:37:32,4.484747886657715
2024-09-05 15:37:35,4.451846599578857
2024-09-05 15:37:38,4.454837322235107
2024-09-05 15:37:41,4.478765964508057
2024-09-05 15:37:44,4.448855400085449
2024-09-05 15:37:47,4.48414945602417
2024-09-05 15:37:49,4.444069862365723
2024-09-05 15:37:52,4.498506546020508
2024-09-05 15:37:54,4.456632137298584
2024-09-05 15:37:58,4.473381996154785
2024-09-05 15:38:01,4.424927234649658
2024-09-05 15:38:03,4.457828521728516
2024-09-05 15:38:06,4.4482574462890625
2024-09-05 15:38:09,4.487140655517578
2024-09-05 15:38:12,4.42612361907959
2024-09-05 15:38:15,4.48414945602417
2024-09-05 15:38:19,4.439882278442383
2024-09-05 15:38:22,4.409972190856934
2024-09-05 15:38:25,4.398007869720459
2024-09-05 15:38:28,4.453042984008789
2024-09-05 15:38:32,4.450051784515381
2024-09-05 15:38:35,4.457828521728516
2024-09-05 15:38:38,4.463810443878174
2024-09-05 15:38:42,4.47278356552124
2024-09-05 15:38:45,4.5098724365234375
2024-09-05 15:38:48,4.420141696929932
2024-09-05 15:38:51,4.4584269523620605
2024-09-05 15:38:54,4.488935470581055
2024-09-05 15:38:57,4.4584269523620605
2024-09-05 15:39:00,4.417748928070068
2024-09-05 15:39:04,4.412963390350342
2024-09-05 15:39:07,4.4410786628723145
2024-09-05 15:39:10,4.476373195648193
2024-09-05 15:39:13,4.511667251586914
2024-09-05 15:39:16,4.439284324645996
2024-09-05 15:39:19,4.393820762634277
2024-09-05 15:39:22,4.464408874511719
2024-09-05 15:39:25,4.446462631225586
2024-09-05 15:39:28,4.459623336791992
2024-09-05 15:39:31,4.4584269523620605
2024-09-05 15:39:35,4.4380879402160645
2024-09-05 15:39:38,4.454239368438721
2024-09-05 15:39:41,4.501497745513916
