time,X,Y,Z
2024-09-16 20:07:11,4.449453830718994,5.380859851837158,-13.336995124816895
2024-09-16 20:07:14,10.624731063842773,3.4821550846099854,-9.253643035888672
2024-09-16 20:07:16,7.6013994216918945,3.2446675300598145,-9.253643035888672
2024-09-16 20:07:18,-0.5623133182525635,8.315058708190918,-4.3411784172058105
2024-09-16 20:07:20,-0.9302098155021667,8.040482521057129,-4.3411784172058105
2024-09-16 20:07:23,3.7573297023773193,7.076773166656494,-0.9924231767654419
2024-09-16 20:07:26,7.2711896896362305,2.9036903381347656,-0.9924231767654419
2024-09-16 20:07:29,7.606184959411621,4.417748928070068,8.034500122070312
2024-09-16 20:07:34,8.390432357788086,3.996013879776001,-10.64806079864502
2024-09-16 20:07:39,-0.16031911969184875,1.4673985242843628,2.730808734893799
2024-09-16 20:07:42,6.39601469039917,0.8075776696205139,13.165908813476562
2024-09-16 20:07:48,10.74437141418457,-2.696112871170044,-10.64806079864502
2024-09-16 20:07:52,7.8454670906066895,-0.8171489238739014,6.124429702758789
2024-09-16 20:07:55,15.177674293518066,1.1575279235839844,-2.868396043777466
2024-09-16 20:08:01,4.177868366241455,3.8973097801208496,-10.64806079864502
2024-09-16 20:08:03,3.638885021209717,6.495915412902832,-0.5742774605751038
2024-09-16 20:08:07,5.085346221923828,1.6115660667419434,-4.186243057250977
2024-09-16 20:08:10,7.308278560638428,6.134599208831787,7.055835723876953
2024-09-16 20:08:17,3.067598581314087,0.12861421704292297,-2.555534601211548
2024-09-16 20:08:21,7.1748785972595215,-1.7940187454223633,10.693524360656738
2024-09-16 20:08:24,8.508877754211426,-4.209573268890381,11.784651756286621
2024-09-16 20:08:30,3.2303106784820557,0.9565308690071106,11.784651756286621
2024-09-16 20:08:34,5.648856163024902,0.9332008361816406,1.4925230741500854
2024-09-16 20:08:37,5.212764263153076,-6.5712890625,-6.311069488525391
2024-09-16 20:08:40,12.68136215209961,-5.861817359924316,-10.64806079864502
2024-09-16 20:08:45,-0.3164508044719696,0.02153540402650833,11.502298355102539
2024-09-16 20:08:48,7.759923934936523,3.4683964252471924,15.096916198730469
2024-09-16 20:08:51,5.468197822570801,6.616154670715332,2.534597396850586
2024-09-16 20:08:54,3.707080364227295,6.448058605194092,-6.99122953414917
2024-09-16 20:08:58,3.0376882553100586,0.35533416271209717,2.534597396850586
2024-09-16 20:09:02,3.1483564376831055,0.2757728099822998,9.504291534423828
2024-09-16 20:09:05,1.9968105554580688,0.3439682424068451,9.373284339904785
2024-09-16 20:09:07,2.011765718460083,0.40259242057800293,-6.99122953414917
2024-09-16 20:09:11,2.7415764331817627,0.14416755735874176,9.373284339904785
2024-09-16 20:09:14,2.7493531703948975,0.10348957777023315,9.470193862915039
2024-09-16 20:09:17,2.665006160736084,-0.040677983313798904,9.464810371398926
2024-09-16 20:09:25,2.217548370361328,0.2231307178735733,9.516854286193848
2024-09-16 20:09:28,3.0687949657440186,0.04366901144385338,9.609575271606445
2024-09-16 20:09:31,2.6494529247283936,0.4546363055706024,9.268000602722168
2024-09-16 20:09:38,3.982254981994629,-0.001794616924598813,9.116654396057129
2024-09-16 20:09:41,3.9930226802825928,0.02751746028661728,9.930213928222656
