time,value
2024-09-05 15:36:27,8.721240043640137
2024-09-05 15:36:30,8.72782039642334
2024-09-05 15:36:33,8.708678245544434
2024-09-05 15:36:36,8.70927619934082
2024-09-05 15:36:39,8.702695846557617
2024-09-05 15:36:42,8.711668968200684
2024-09-05 15:36:45,8.72901725769043
2024-09-05 15:37:03,8.72183895111084
2024-09-05 15:37:05,8.727222442626953
2024-09-05 15:37:09,8.69491958618164
2024-09-05 15:37:11,8.71226692199707
2024-09-05 15:37:14,8.72183895111084
2024-09-05 15:37:17,8.71645450592041
2024-09-05 15:37:20,8.71346378326416
2024-09-05 15:37:24,8.712865829467773
2024-09-05 15:37:27,8.714659690856934
2024-09-05 15:37:31,8.708678245544434
2024-09-05 15:37:33,8.718847274780273
2024-09-05 15:37:37,8.72782039642334
2024-09-05 15:37:39,8.698508262634277
2024-09-05 15:37:43,8.715258598327637
2024-09-05 15:37:45,8.728418350219727
2024-09-05 15:37:47,8.717052459716797
2024-09-05 15:37:51,8.71645450592041
2024-09-05 15:37:57,8.712865829467773
2024-09-05 15:37:59,8.70807933807373
2024-09-05 15:38:02,8.720044136047363
2024-09-05 15:38:05,8.709874153137207
2024-09-05 15:38:08,8.718249320983887
2024-09-05 15:38:12,8.715856552124023
2024-09-05 15:38:15,8.71047306060791
2024-09-05 15:38:18,8.746963500976562
2024-09-05 15:38:21,8.7236328125
2024-09-05 15:38:24,8.72064208984375
2024-09-05 15:38:27,8.754141807556152
2024-09-05 15:38:31,8.700303077697754
2024-09-05 15:38:34,8.70209789276123
2024-09-05 15:38:37,8.678768157958984
2024-09-05 15:38:40,8.70090103149414
2024-09-05 15:38:43,8.726624488830566
2024-09-05 15:38:46,8.723034858703613
2024-09-05 15:38:49,8.72183895111084
2024-09-05 15:38:52,8.723034858703613
2024-09-05 15:38:55,8.703293800354004
2024-09-05 15:38:58,8.70508861541748
2024-09-05 15:39:02,8.717052459716797
2024-09-05 15:39:05,8.69910717010498
2024-09-05 15:39:08,8.715856552124023
2024-09-05 15:39:11,8.703892707824707
