time,value
2024-09-04T11:56:24.469408518Z,8.338987350463867
2024-09-04T11:56:25.473463866Z,7.031907558441162
2024-09-04T11:56:26.692125988Z,8.154141426086426
2024-09-04T11:56:27.999204162Z,8.182256698608398
2024-09-04T11:56:28.961986616Z,7.052844524383545
2024-09-04T11:56:29.691070803Z,8.341978073120117
2024-09-04T11:56:30.692814004Z,8.048258781433105
2024-09-04T11:56:31.688375733Z,7.17368221282959
2024-09-04T11:56:32.685731528Z,8.933005332946777
2024-09-04T11:56:33.698190277Z,7.5673017501831055
2024-09-04T11:56:34.708221184Z,7.3537421226501465
2024-09-04T11:56:35.712168765Z,9.195018768310547
2024-09-04T11:56:36.735150945Z,6.993622303009033
2024-09-04T11:56:37.724996511Z,8.356932640075684
2024-09-04T11:56:38.713674826Z,8.281558990478516
2024-09-04T11:56:39.735408756Z,6.455835342407227
2024-09-04T11:56:40.723137223Z,8.705686569213867
2024-09-04T11:56:41.72337572Z,6.787839412689209
2024-09-04T11:56:42.743694306Z,5.708078384399414
2024-09-04T11:56:43.746472899Z,7.377072334289551
2024-09-04T11:56:44.733329725Z,7.529016494750977
2024-09-04T11:56:45.73824322Z,5.653043270111084
2024-09-04T11:56:46.755492515Z,6.543771743774414
2024-09-04T11:56:47.757208581Z,8.35154914855957
2024-09-04T11:56:48.757231338Z,6.739983081817627
2024-09-04T11:56:49.770940479Z,5.992824077606201
2024-09-04T11:56:50.768711763Z,8.431708335876465
2024-09-04T11:56:51.778455845Z,6.15254545211792
2024-09-04T11:56:52.770846759Z,6.095715522766113
2024-09-04T11:57:09.575570031Z,8.285148620605469
2024-09-04T11:57:10.606607135Z,5.730810165405273
2024-09-04T11:57:11.608683964Z,5.632106304168701
2024-09-04T11:57:12.555821059Z,7.275975227355957
2024-09-04T11:57:13.545526327Z,6.01675271987915
2024-09-04T11:57:14.527167442Z,8.179265975952148
2024-09-04T11:57:15.51539442Z,9.106484413146973
2024-09-04T11:57:16.506566752Z,5.152345180511475
2024-09-04T11:57:17.508527191Z,7.76889705657959
2024-09-04T11:57:18.526227366Z,7.9489569664001465
2024-09-04T11:57:19.470036415Z,7.9489569664001465
2024-09-04T11:57:20.444308131Z,6.430112838745117
2024-09-04T11:57:21.443345689Z,7.332805156707764
2024-09-04T11:57:22.428879225Z,8.3359956741333
2024-09-04T11:57:23.492581932Z,7.107879638671875
