time,X,Y,Z
07:14,10.624731063842773,3.4821550846099854,-9.253643035888672
07:16,7.6013994216918945,3.2446675300598145,-9.253643035888672
07:23,3.7573297023773193,7.076773166656494,-0.9924231767654419
07:26,7.2711896896362305,2.9036903381347656,-0.9924231767654419
07:29,7.606184959411621,4.417748928070068,8.034500122070312
07:39,-0.16031911969184875,1.4673985242843628,2.730808734893799
07:42,6.39601469039917,0.8075776696205139,13.165908813476562
07:52,7.8454670906066895,-0.8171489238739014,6.124429702758789
07:55,15.177674293518066,1.1575279235839844,-2.868396043777466
08:03,3.638885021209717,6.495915412902832,-0.5742774605751038
