timestamp,X,Y,Z
2024-08-13T12:12:13,1.77,2.01,10.25
2024-08-13T12:12:14,-43.27,9.34,15.44
2024-08-13T12:12:14,7.08,0.61,-6.84
2024-08-13T12:12:14,-7.93,-0.67,-11.11
2024-08-13T12:12:14,-2.56,0.06,-7.57
2024-08-13T12:12:15,-3.78,0.31,-13.98
2024-08-13T12:12:15,6.77,0.24,-2.38
2024-08-13T12:12:15,-1.04,-0.55,-0.12
2024-08-13T12:12:15,10.25,-0.49,0.85
2024-08-13T12:12:15,-9.64,-6.65,0.12
2024-08-13T12:12:16,11.41,8.24,1.65
2024-08-13T12:12:16,65.37,-41.87,-9.58
2024-08-13T12:12:16,7.75,-1.1,0.49
2024-08-13T12:12:16,-18.8,-10.5,-4.52
2024-08-13T12:12:17,-10.25,-5.13,-8.61
2024-08-13T12:12:17,16.78,-0.06,2.5
2024-08-13T12:12:17,28.63,12.51,-3.72
2024-08-13T12:12:17,5,19.29,4.94
2024-08-13T12:12:17,6.16,5.98,11.23
2024-08-13T12:12:18,-50.84,17.4,6.96
2024-08-13T12:12:18,-103.7,54.38,-23.93
2024-08-13T12:12:18,-35.71,10.31,-31.37
2024-08-13T12:12:18,54.02,21.79,-21.61
2024-08-13T12:12:19,67.63,226.93,-6.04
2024-08-13T12:12:19,24.72,34.06,28.87
2024-08-13T12:12:19,89.72,38.94,19.1
2024-08-13T12:12:19,-41.14,-5.74,-24.96
2024-08-13T12:12:20,-3.05,50.42,6.35
2024-08-13T12:12:20,-3.05,2.56,-5.98
2024-08-13T12:12:20,62.13,-5,24.48
2024-08-13T12:12:20,2.26,3.85,27.1
2024-08-13T12:12:20,11.72,-11.17,25.02
2024-08-13T12:12:21,-7.39,-18.92,-21.67
2024-08-13T12:12:21,9.58,2.56,10.99
2024-08-13T12:12:21,-60.91,-8.61,-24.66
2024-08-13T12:12:21,4.39,-9.16,9.64
2024-08-13T12:12:22,4.39,2.14,11.96
2024-08-13T12:12:22,3.42,4.21,6.47
2024-08-13T12:12:22,22.77,-0.73,-15.81
2024-08-13T12:12:22,-3.05,-2.08,-7.81
2024-08-13T12:12:22,16.85,0.67,15.01
2024-08-13T12:12:23,10.5,-0.49,8.54
2024-08-13T12:12:23,13.73,-0.06,12.33
2024-08-13T12:12:24,3.91,-2.75,1.04
2024-08-13T12:12:24,2.62,6.71,14.04
2024-08-13T12:12:25,-1.1,-2.01,-6.35
2024-08-13T12:12:25,-6.04,-2.44,0.67
2024-08-13T12:12:25,6.96,3.05,7.75
2024-08-13T12:12:25,5.19,-23.93,-3.72
2024-08-13T12:12:25,3.97,-3.11,5.92
2024-08-13T12:12:26,12.21,2.01,35.1
2024-08-13T12:12:26,-0.06,2.32,24.48
2024-08-13T12:12:26,8.67,-1.1,8.67
2024-08-13T12:12:26,-6.9,0.85,12.15
2024-08-13T12:12:27,-5.8,0.37,4.7
2024-08-13T12:12:27,-0.61,1.89,12.45
2024-08-13T12:12:27,-3.23,1.16,10.8
2024-08-13T12:12:27,7.81,-0.85,-2.56
2024-08-13T12:12:28,-9.03,0,-2.26
2024-08-13T12:12:28,-3.66,-1.16,-12.39
2024-08-13T12:12:28,41.81,63.84,8.42
2024-08-13T12:12:28,-21.06,-36.19,6.29
2024-08-13T12:12:28,-1.34,-0.06,-9.83
2024-08-13T12:12:29,-1.4,2.81,-4.76
2024-08-13T12:12:29,-3.85,-1.71,8.42
2024-08-13T12:12:29,4.03,-0.67,4.52
2024-08-13T12:12:29,8.12,-0.06,1.16
2024-08-13T12:12:30,0.37,1.4,-1.59
2024-08-13T12:12:30,-5,-0.55,-4.46
2024-08-13T12:12:30,-4.46,-1.4,0.18
2024-08-13T12:12:30,0.24,0,0.06
2024-08-13T12:12:30,0,0.98,-0.92
2024-08-13T12:12:31,-4.33,-0.92,-3.6
2024-08-13T12:12:31,-1.46,-0.79,0.24
2024-08-13T12:12:31,2.14,-0.31,-0.18
2024-08-13T12:12:31,0.73,0,-0.18
2024-08-13T12:12:32,-1.1,1.22,0.43
2024-08-13T12:12:32,6.04,-0.49,1.83
2024-08-13T12:12:32,-0.12,-0.79,-0.37
2024-08-13T12:12:32,4.52,-0.73,0.37
2024-08-13T12:12:32,5.62,-1.16,2.87
2024-08-13T12:12:33,-8.36,-2.56,-4.03
2024-08-13T12:12:33,-3.66,-0.18,-2.01
2024-08-13T12:12:33,2.14,-0.67,-0.49
2024-08-13T12:12:33,0.79,-1.77,-2.99
2024-08-13T12:12:34,-0.18,-0.06,-1.16
2024-08-13T12:12:34,-3.6,-0.55,-1.83
2024-08-13T12:12:34,2.38,-0.55,0.61
2024-08-13T12:12:35,-5.55,0.85,-2.5
2024-08-13T12:12:35,-3.85,-1.77,-5.68
2024-08-13T12:12:35,-1.1,-4.21,-24.23
2024-08-13T12:12:35,8.79,-1.65,2.01
2024-08-13T12:12:35,19.04,4.15,33.26
2024-08-13T12:12:36,-3.72,0.61,-1.83
2024-08-13T12:12:36,-16.42,-0.98,-14.59
2024-08-13T12:12:36,-3.6,-1.89,-9.58
2024-08-13T12:12:36,-2.32,-0.37,-2.26
2024-08-13T12:12:37,-1.22,-0.31,-0.67
2024-08-13T12:12:37,1.04,0.24,0
2024-08-13T12:12:37,13.61,1.53,9.95
2024-08-13T12:12:37,5.19,0.73,6.77
2024-08-13T12:12:38,-7.69,2.38,2.56
2024-08-13T12:12:38,5.62,0.12,11.84
2024-08-13T12:12:38,0.06,-0.49,0.06
2024-08-13T12:12:38,4.39,-0.24,4.82
2024-08-13T12:12:39,4.7,-1.04,4.94
2024-08-13T12:12:39,8.73,-1.4,0.31
2024-08-13T12:12:39,0.18,-0.37,-0.43
2024-08-13T12:12:39,13.12,29.97,-10.99
2024-08-13T12:12:39,-27.28,-43.88,6.59
2024-08-13T12:12:40,4.21,-0.18,0.85
2024-08-13T12:12:40,1.28,0.24,-1.77
2024-08-13T12:12:40,-2.69,-1.1,-2.08
2024-08-13T12:12:40,0.61,1.4,0.61
2024-08-13T12:12:41,10.5,-0.67,-2.99
2024-08-13T12:12:41,-10.25,-0.55,-3.3
2024-08-13T12:12:41,-4.33,-0.12,-4.46
2024-08-13T12:12:41,-0.92,1.28,0.73
2024-08-13T12:12:42,16.72,4.27,5.8
2024-08-13T12:12:42,-1.34,1.04,8.54
2024-08-13T12:12:42,3.36,0.06,1.1
2024-08-13T12:12:42,5.8,-0.79,-2.26
2024-08-13T12:12:42,-8.67,-0.49,-9.4
2024-08-13T12:12:43,-16.72,-0.73,-12.45
2024-08-13T12:12:43,7.2,2.14,-1.34
2024-08-13T12:12:43,5.31,2.99,-3.36
2024-08-13T12:12:43,-4.76,-0.79,-3.17
2024-08-13T12:12:44,-2.14,-0.12,-6.35
2024-08-13T12:12:44,7.02,-0.31,-6.35
2024-08-13T12:12:44,6.35,-1.71,0.24
2024-08-13T12:12:44,0.37,0.18,-3.3
2024-08-13T12:12:45,5.74,-2.01,-1.77
2024-08-13T12:12:45,1.28,0.18,2.32
2024-08-13T12:12:45,1.53,-0.49,0.24
2024-08-13T12:12:45,1.65,0.49,1.53
2024-08-13T12:12:46,-0.24,-0.43,1.1
2024-08-13T12:12:46,4.64,-0.73,5.68
2024-08-13T12:12:46,1.59,-0.67,-0.43
2024-08-13T12:12:46,1.53,-0.43,2.01
2024-08-13T12:12:46,-0.37,0.31,0.24
2024-08-13T12:12:47,-5.07,1.89,-4.33
2024-08-13T12:12:47,5.13,-0.61,-1.16
2024-08-13T12:12:47,-0.31,-0.67,1.22
2024-08-13T12:12:47,-0.12,0,-0.18
2024-08-13T12:12:48,5.55,-1.28,0.61
2024-08-13T12:12:48,2.26,-0.49,0.24
2024-08-13T12:12:48,-2.32,-2.14,-0.24
2024-08-13T12:12:48,-0.67,-0.55,-3.05
2024-08-13T12:12:49,0.49,-2.69,-7.39
2024-08-13T12:12:49,0.49,-0.55,0.18
2024-08-13T12:12:49,-0.31,-0.31,-0.06
2024-08-13T12:12:49,2.08,-0.49,0.85
2024-08-13T12:12:49,1.16,-0.31,1.28
2024-08-13T12:12:50,0.49,-0.92,-1.1
2024-08-13T12:12:50,2.99,-0.55,-4.21
2024-08-13T12:12:50,-5.68,0.92,2.81
2024-08-13T12:12:50,-32.84,-3.23,14.77
2024-08-13T12:12:51,-47.79,-3.97,8.91
2024-08-13T12:12:51,46.69,1.95,-15.38
2024-08-13T12:12:51,-4.03,-15.38,-18.01
2024-08-13T12:12:51,25.02,8.54,-10.19
2024-08-13T12:12:51,41.08,9.22,9.09
2024-08-13T12:12:52,9.03,-3.3,4.64
